,word1,word2,bigram,freq.w1,freq.w2,freq.bi,human.eval
14794,권한NNG을JKO,가지VV,권한NNG을JKO 가지VV,2,568,2,FALSE
14810,보상NNG을JKO,받VV,보상NNG을JKO 받VV,2,426,2,TRUE
14812,집NNG을JKO,팔VV,집NNG을JKO 팔VV,25,41,2,FALSE
14845,과NNG을JKO,구분NNG하XSV,과NNG을JKO 구분NNG하XSV,6,12,2,FALSE
14848,남NNG을JKO,비판NNG하XSV,남NNG을JKO 비판NNG하XSV,6,5,2,FALSE
14860,방안NNG을JKO,내세우VV,방안NNG을JKO 내세우VV,5,10,2,FALSE
14865,성과NNG을JKO,내VV,성과NNG을JKO 내VV,3,178,2,TRUE
14923,균형NNG을JKO,이루VV,균형NNG을JKO 이루VV,3,57,2,TRUE
14941,단체NNG을JKO,알VV,단체NNG을JKO 알VV,11,285,2,FALSE
14968,생각NNG을JKO,들VV,생각NNG을JKO 들VV,656,475,3,FALSE
14975,남NNG을JKO,관리NNG하XSV,남NNG을JKO 관리NNG하XSV,6,4,2,FALSE
14985,사람NNG을JKO,통하VV,사람NNG을JKO 통하VV,98,243,2,FALSE
14997,불XPN평등NNG을JKO,바라보VV,불XPN평등NNG을JKO 바라보VV,8,23,2,FALSE
15017,재정NNG을JKO,감축NNG하XSV,재정NNG을JKO 감축NNG하XSV,6,2,2,FALSE
15047,기사NNG을JKO,보VV,기사NNG을JKO 보VV,8,1238,3,FALSE
15053,발췌NNG을JKO,하VV,발췌NNG을JKO 하VV,2,7312,2,TRUE
15060,분류NNG을JKO,하VV,분류NNG을JKO 하VV,5,7312,5,TRUE
15070,재정NNG을JKO,확충NNG하XSV,재정NNG을JKO 확충NNG하XSV,6,3,3,FALSE
15086,입상NNG을JKO,하VV,입상NNG을JKO 하VV,2,7312,2,TRUE
15092,제도NNG을JKO,도입NNG하XSV,제도NNG을JKO 도입NNG하XSV,5,6,2,FALSE
15099,효율NNG성XSN을JKO,제고NNG하XSV,효율NNG성XSN을JKO 제고NNG하XSV,6,3,2,FALSE
15102,입장NNG을JKO,보VV,입장NNG을JKO 보VV,6,1238,2,FALSE
15123,공공NNG성XSN을JKO,강조NNG하XSV,공공NNG성XSN을JKO 강조NNG하XSV,4,23,3,FALSE
15127,경쟁NNG력XSN을JKO,강화NNG하XSV,경쟁NNG력XSN을JKO 강화NNG하XSV,2,6,2,FALSE
15150,조건NNG을JKO,가지VV,조건NNG을JKO 가지VV,8,568,3,FALSE
15188,의견NNG을JKO,제시NNG하XSV,의견NNG을JKO 제시NNG하XSV,12,28,3,FALSE
15208,결합각NNG을JKO,가지VV,결합각NNG을JKO 가지VV,3,568,2,FALSE
15226,금속NNG을JKO,둘러싸VV,금속NNG을JKO 둘러싸VV,2,3,2,FALSE
15227,구조NNG을JKO,결정NNG하XSV,구조NNG을JKO 결정NNG하XSV,25,22,2,FALSE
15229,결합NNG을JKO,이루VV,결합NNG을JKO 이루VV,14,57,2,FALSE
15242,결합NNG을JKO,만들VV,결합NNG을JKO 만들VV,14,344,2,FALSE
15257,음성NNG을JKO,띠VV,음성NNG을JKO 띠VV,9,22,3,FALSE
15266,촤지NNG을JKO,띠VV,촤지NNG을JKO 띠VV,3,22,2,FALSE
15276,전기장NNG을JKO,걸VV,전기장NNG을JKO 걸VV,2,41,2,FALSE
15277,힘NNG을JKO,받VV,힘NNG을JKO 받VV,48,426,3,FALSE
15285,쌍NNG을JKO,이루VV,쌍NNG을JKO 이루VV,6,57,5,TRUE
15289,씨NNG에이치NNG포NR을JKO,설명NNG하XSV,씨NNG에이치NNG포NR을JKO 설명NNG하XSV,2,30,2,FALSE
15295,결합NNG을JKO,가지VV,결합NNG을JKO 가지VV,14,568,2,FALSE
15299,함수NNG을JKO,만들VV,함수NNG을JKO 만들VV,20,344,8,FALSE
15308,본드NNG을JKO,이루VV,본드NNG을JKO 이루VV,5,57,4,FALSE
15311,함수NNG을JKO,이루VV,함수NNG을JKO 이루VV,20,57,5,FALSE
15314,캐릭터NNG을JKO,가지VV,캐릭터NNG을JKO 가지VV,4,568,2,FALSE
15332,함수NNG을JKO,형성NNG하XSV,함수NNG을JKO 형성NNG하XSV,20,21,2,FALSE
15333,참여NNG을JKO,하VV,참여NNG을JKO 하VV,11,7312,9,TRUE
15336,핵NNG을JKO,잇VV,핵NNG을JKO 잇VV,22,22,5,FALSE
15351,폴리에틸렌NNG을JKO,만들VV,폴리에틸렌NNG을JKO 만들VV,2,344,2,FALSE
15357,반응NNG을JKO,시키VV,반응NNG을JKO 시키VV,36,200,2,TRUE
15386,금NNG을JKO,만들VV,금NNG을JKO 만들VV,6,344,2,FALSE
15392,물질NNG을JKO,만들VV,물질NNG을JKO 만들VV,3,344,2,FALSE
15396,연료NNG을JKO,때VV,연료NNG을JKO 때VV,3,8,3,FALSE
15399,에너지NNG을JKO,테이크XR하XSV,에너지NNG을JKO 테이크XR하XSV,12,4,4,FALSE
15407,열NNG을JKO,정의NNG하XSV,열NNG을JKO 정의NNG하XSV,8,9,3,FALSE
15411,열NNG을JKO,느끼VV,열NNG을JKO 느끼VV,8,87,2,FALSE
15416,방정식NNG을JKO,배우VV,방정식NNG을JKO 배우VV,2,106,2,FALSE
15423,능력NNG을JKO,얘기NNG하XSV,능력NNG을JKO 얘기NNG하XSV,23,86,2,FALSE
15427,개념NNG을JKO,잡VV,개념NNG을JKO 잡VV,23,112,2,TRUE
15428,위치NNG을JKO,두VV,위치NNG을JKO 두VV,14,74,2,FALSE
15437,온도NNG을JKO,높이VV,온도NNG을JKO 높이VV,2,19,2,FALSE
15447,방해NNG을JKO,하VV,방해NNG을JKO 하VV,5,7312,3,TRUE
15449,방송NNG을JKO,방해NNG하XSV,방송NNG을JKO 방해NNG하XSV,20,8,3,FALSE
15483,방해NNG을JKO,주VV,방해NNG을JKO 주VV,5,324,2,FALSE
15491,스크립터NNG을JKO,두VV,스크립터NNG을JKO 두VV,3,74,2,FALSE
15512,믹싱NNG을JKO,하VV,믹싱NNG을JKO 하VV,2,7312,2,TRUE
15514,추가NNG을JKO,하VV,추가NNG을JKO 하VV,3,7312,3,TRUE
15515,허용NNG을JKO,하VV,허용NNG을JKO 하VV,8,7312,7,TRUE
15521,부분NNG을JKO,빼VV,부분NNG을JKO 빼VV,39,36,2,FALSE
15527,해제NNG을JKO,하VV,해제NNG을JKO 하VV,2,7312,2,TRUE
15540,보안NNG을JKO,하VV,보안NNG을JKO 하VV,6,7312,2,TRUE
15549,상태NNG을JKO,보VV,상태NNG을JKO 보VV,7,1238,2,FALSE
15564,빽업NNG을JKO,받VV,빽업NNG을JKO 받VV,3,426,3,TRUE
15569,방화벽NNG을JKO,켜VV,방화벽NNG을JKO 켜VV,2,12,2,FALSE
15606,실행NNG을JKO,하VV,실행NNG을JKO 하VV,6,7312,2,TRUE
15613,실행NNG을JKO,방지NNG하XSV,실행NNG을JKO 방지NNG하XSV,6,8,2,FALSE
15619,실행NNG을JKO,시키VV,실행NNG을JKO 시키VV,6,200,2,TRUE
15653,업데이트NNG을JKO,하VV,업데이트NNG을JKO 하VV,6,7312,4,TRUE
15654,재XPN시작NNG을JKO,하VV,재XPN시작NNG을JKO 하VV,2,7312,2,TRUE
15656,권장NNG을JKO,하VV,권장NNG을JKO 하VV,4,7312,3,TRUE
15674,옵션NNG을JKO,두VV,옵션NNG을JKO 두VV,6,74,2,FALSE
15748,이야기NNG들XSN을JKO,하VV,이야기NNG들XSN을JKO 하VV,3,7312,3,FALSE
15781,액션NNG을JKO,취하VV,액션NNG을JKO 취하VV,6,18,5,TRUE
15824,페이지NNG을JKO,열VV,페이지NNG을JKO 열VV,10,52,4,FALSE
15838,창NNG을JKO,열VV,창NNG을JKO 열VV,17,52,2,FALSE
15843,창NNG을JKO,띄우VV,창NNG을JKO 띄우VV,17,18,10,FALSE
15864,세팅NNG을JKO,하VV,세팅NNG을JKO 하VV,2,7312,2,TRUE
15886,창NNG을JKO,하VV,창NNG을JKO 하VV,17,7312,2,FALSE
15890,침범NNG을JKO,하VV,침범NNG을JKO 하VV,2,7312,2,TRUE
15912,본문NNG을JKO,해석NNG하XSV,본문NNG을JKO 해석NNG하XSV,3,8,2,FALSE
15961,이큐NNG을JKO,보VV,이큐NNG을JKO 보VV,15,1238,2,FALSE
15963,힘NNG을JKO,발휘NNG하XSV,힘NNG을JKO 발휘NNG하XSV,48,11,2,FALSE
15972,커팅NNG을JKO,하VV,커팅NNG을JKO 하VV,5,7312,4,TRUE
15977,계산NNG들XSN을JKO,하VV,계산NNG들XSN을JKO 하VV,2,7312,2,FALSE
15992,버튼NNG을JKO,누르VV,버튼NNG을JKO 누르VV,3,43,2,FALSE
15997,이큐NNG을JKO,걸VV,이큐NNG을JKO 걸VV,15,41,3,FALSE
16006,방구NNG을JKO,끼VV,방구NNG을JKO 끼VV,2,7,2,TRUE
16017,폭NNG을JKO,이야기NNG하XSV,폭NNG을JKO 이야기NNG하XSV,6,10,2,FALSE
16027,보스팅NNG을JKO,하VV,보스팅NNG을JKO 하VV,2,7312,2,FALSE
16047,그래프NNG을JKO,보VV,그래프NNG을JKO 보VV,4,1238,3,FALSE
16056,이큐NNG을JKO,만지VV,이큐NNG을JKO 만지VV,15,19,3,FALSE
16079,콘솔NNG을JKO,만나VV,콘솔NNG을JKO 만나VV,4,108,2,FALSE
16084,파트NNG을JKO,만들VV,파트NNG을JKO 만들VV,8,344,2,FALSE
16086,할애NNG을JKO,하VV,할애NNG을JKO 하VV,2,7312,2,TRUE
16099,스위치NNG을JKO,누르VV,스위치NNG을JKO 누르VV,3,43,3,FALSE
16107,아이NNG을JKO,보VV,아이NNG을JKO 보VV,29,1238,3,TRUE
16125,까치발NNG을JKO,하VV,까치발NNG을JKO 하VV,2,7312,2,TRUE
16128,검증NNG을JKO,받VV,검증NNG을JKO 받VV,2,426,2,TRUE
16133,콘솔NNG을JKO,만들VV,콘솔NNG을JKO 만들VV,4,344,2,FALSE
16163,팬NNG을JKO,만들VV,팬NNG을JKO 만들VV,3,344,2,FALSE
16170,연주NNG을JKO,하VV,연주NNG을JKO 하VV,3,7312,3,TRUE
16176,희열NNG을JKO,느끼VV,희열NNG을JKO 느끼VV,3,87,2,FALSE
16184,이큐NNG을JKO,쓰VV,이큐NNG을JKO 쓰VV,15,509,3,FALSE
16197,편NNG을JKO,응원NNG하XSV,편NNG을JKO 응원NNG하XSV,3,3,2,FALSE
16199,경기NNG을JKO,보VV,경기NNG을JKO 보VV,29,1238,3,FALSE
16202,선수NNG을JKO,막VV,선수NNG을JKO 막VV,10,28,2,FALSE
16204,마크NNG을JKO,하VV,마크NNG을JKO 하VV,4,7312,3,TRUE
16210,경기NNG을JKO,펼치VV,경기NNG을JKO 펼치VV,29,15,6,FALSE
16211,면모NNG을JKO,보이VV,면모NNG을JKO 보이VV,3,164,3,TRUE
16212,부상NNG을JKO,입VV,부상NNG을JKO 입VV,2,72,2,TRUE
16224,주장NNG을JKO,맡VV,주장NNG을JKO 맡VV,13,41,2,FALSE
16227,슈팅NNG을JKO,하VV,슈팅NNG을JKO 하VV,7,7312,6,TRUE
16234,압박NNG을JKO,하VV,압박NNG을JKO 하VV,2,7312,2,TRUE
16235,위NNG을JKO,달리VV,위NNG을JKO 달리VV,7,10,3,FALSE
16239,골NNG을JKO,넣VV,골NNG을JKO 넣VV,14,82,4,TRUE
16241,포인트NNG을JKO,기록NNG하XSV,포인트NNG을JKO 기록NNG하XSV,5,12,3,FALSE
16244,연결NNG을JKO,시도NNG하XSV,연결NNG을JKO 시도NNG하XSV,19,7,2,FALSE
16248,공NNG을JKO,처리NNG하XSV,공NNG을JKO 처리NNG하XSV,20,5,2,FALSE
16251,면NNG을JKO,보VV,면NNG을JKO 보VV,11,1238,3,FALSE
16263,슛NNG을JKO,하VV,슛NNG을JKO 하VV,3,7312,3,TRUE
16271,공격NNG을JKO,하VV,공격NNG을JKO 하VV,17,7312,11,TRUE
16279,마음NNG을JKO,놓VV,마음NNG을JKO 놓VV,37,39,2,TRUE
16283,판정NNG을JKO,하VV,판정NNG을JKO 하VV,3,7312,2,TRUE
16288,스타일NNG을JKO,보VV,스타일NNG을JKO 보VV,3,1238,2,FALSE
16292,수비NNG을JKO,하VV,수비NNG을JKO 하VV,7,7312,3,TRUE
16304,옐로카드NNG을JKO,주VV,옐로카드NNG을JKO 주VV,3,324,2,FALSE
16314,팀NNG을JKO,위하VV,팀NNG을JKO 위하VV,3,245,2,FALSE
16316,공NNG을JKO,차VV,공NNG을JKO 차VV,20,7,2,FALSE
16324,활약NNG을JKO,펼치VV,활약NNG을JKO 펼치VV,7,15,2,TRUE
16335,골NNG을JKO,기록NNG하XSV,골NNG을JKO 기록NNG하XSV,14,12,5,FALSE
16336,공헌NNG을JKO,하VV,공헌NNG을JKO 하VV,2,7312,2,TRUE
16345,가담NNG을JKO,하VV,가담NNG을JKO 하VV,4,7312,4,TRUE
16355,성공NNG을JKO,거두VV,성공NNG을JKO 거두VV,7,3,2,TRUE
16369,찬스NNG을JKO,만들VV,찬스NNG을JKO 만들VV,4,344,3,TRUE
16371,타이밍NNG을JKO,맞추VV,타이밍NNG을JKO 맞추VV,3,49,2,TRUE
16378,교체NNG을JKO,하VV,교체NNG을JKO 하VV,5,7312,4,TRUE
16385,표정NNG을JKO,보VV,표정NNG을JKO 보VV,6,1238,4,FALSE
16432,선언NNG을JKO,하VV,선언NNG을JKO 하VV,3,7312,3,TRUE
16445,공NNG을JKO,주VV,공NNG을JKO 주VV,20,324,2,FALSE
16446,공NNG을JKO,따내VV,공NNG을JKO 따내VV,20,2,2,FALSE
16464,발NNG을JKO,갖VV,발NNG을JKO 갖VV,13,306,2,FALSE
16465,꼴NNG을JKO,기록NNG하XSV,꼴NNG을JKO 기록NNG하XSV,3,12,2,FALSE
16476,활기NNG을JKO,띠VV,활기NNG을JKO 띠VV,2,22,2,TRUE
16482,호흡NNG을JKO,하VV,호흡NNG을JKO 하VV,5,7312,2,TRUE
16485,승부NNG을JKO,걸VV,승부NNG을JKO 걸VV,5,41,3,TRUE
16487,선수NNG을JKO,준비NNG하XSV,선수NNG을JKO 준비NNG하XSV,10,24,2,FALSE
16498,키프NNG을JKO,하VV,키프NNG을JKO 하VV,2,7312,2,FALSE
16535,호흡NNG을JKO,맞추VV,호흡NNG을JKO 맞추VV,5,49,2,TRUE
16541,기회NNG을JKO,만들VV,기회NNG을JKO 만들VV,17,344,2,FALSE
16563,손NNG을JKO,들VV,손NNG을JKO 들VV,46,475,2,TRUE
16567,시간NNG을JKO,끌VV,시간NNG을JKO 끌VV,89,20,2,TRUE
16578,시간NNG을JKO,벌VV,시간NNG을JKO 벌VV,89,35,2,TRUE
16593,식사NNG을JKO,하VV,식사NNG을JKO 하VV,9,7312,7,TRUE
16606,혈당NNG을JKO,떨어트리VV,혈당NNG을JKO 떨어트리VV,5,2,2,FALSE
16615,혈당NNG을JKO,올리VV,혈당NNG을JKO 올리VV,5,47,3,FALSE
16647,양NNG을JKO,먹VV,양NNG을JKO 먹VV,13,244,2,FALSE
16666,약NNG을JKO,들VV,약NNG을JKO 들VV,23,475,3,FALSE
16699,제약NNG을JKO,벗어나VV,제약NNG을JKO 벗어나VV,5,19,3,FALSE
16711,기독교NNG을JKO,말NNG하XSV,기독교NNG을JKO 말NNG하XSV,6,105,2,FALSE
16722,가치NNG을JKO,추구NNG하XSV,가치NNG을JKO 추구NNG하XSV,9,16,2,FALSE
16730,사명NNG감XSN을JKO,갖VV,사명NNG감XSN을JKO 갖VV,4,306,2,FALSE
16732,달성NNG을JKO,위하VV,달성NNG을JKO 위하VV,4,245,4,FALSE
16733,민족NNG성XSN을JKO,이용NNG하XSV,민족NNG성XSN을JKO 이용NNG하XSV,4,83,4,FALSE
16738,세계NNG화XSN을JKO,위하VV,세계NNG화XSN을JKO 위하VV,22,245,14,FALSE
16742,장NNG을JKO,읽VV,장NNG을JKO 읽VV,9,75,2,FALSE
16767,손님NNG을JKO,끌VV,손님NNG을JKO 끌VV,8,20,3,TRUE
16779,이름NNG을JKO,하VV,이름NNG을JKO 하VV,55,7312,2,FALSE
16803,측면NNG을JKO,보VV,측면NNG을JKO 보VV,4,1238,3,FALSE
16819,법NNG을JKO,만들VV,법NNG을JKO 만들VV,6,344,2,FALSE
16821,여가NNG을JKO,위하VV,여가NNG을JKO 위하VV,3,245,2,FALSE
16830,세계NNG화XSN을JKO,촉발NNG하XSV,세계NNG화XSN을JKO 촉발NNG하XSV,22,2,2,FALSE
16845,정보NNG을JKO,적VV,정보NNG을JKO 적VV,66,14,2,FALSE
16852,답NNG을JKO,주VV,답NNG을JKO 주VV,12,324,2,FALSE
16853,책NNG을JKO,모으VV,책NNG을JKO 모으VV,67,34,2,FALSE
16901,구원NNG을JKO,받VV,구원NNG을JKO 받VV,4,426,3,TRUE
16996,종교NNG을JKO,이용NNG하XSV,종교NNG을JKO 이용NNG하XSV,15,83,4,FALSE
17016,전파NNG을JKO,위하VV,전파NNG을JKO 위하VV,3,245,2,FALSE
17056,자유주의NNG을JKO,가지VV,자유주의NNG을JKO 가지VV,3,568,2,FALSE
17068,종교NNG을JKO,갖VV,종교NNG을JKO 갖VV,15,306,3,FALSE
17070,복음NNG을JKO,위하VV,복음NNG을JKO 위하VV,13,245,2,FALSE
17081,의심NNG을JKO,하VV,의심NNG을JKO 하VV,2,7312,2,TRUE
17085,교수NNG을JKO,하VV,교수NNG을JKO 하VV,4,7312,2,TRUE
17087,대답NNG을JKO,주VV,대답NNG을JKO 주VV,51,324,2,FALSE
17102,느낌NNG을JKO,자아내VV,느낌NNG을JKO 자아내VV,15,2,2,FALSE
17112,개혁NNG을JKO,하VV,개혁NNG을JKO 하VV,3,7312,2,TRUE
17140,얘기NNG을JKO,나오VV,얘기NNG을JKO 나오VV,990,41,2,FALSE
17142,차등NNG을JKO,두VV,차등NNG을JKO 두VV,2,74,2,TRUE
17156,숙지NNG을JKO,하VV,숙지NNG을JKO 하VV,2,7312,2,TRUE
17193,근거NNG을JKO,제시NNG하XSV,근거NNG을JKO 제시NNG하XSV,4,28,2,FALSE
17196,서류NNG을JKO,보VV,서류NNG을JKO 보VV,3,1238,2,FALSE
17209,짐NNG을JKO,놔두VV,짐NNG을JKO 놔두VV,12,3,2,FALSE
17212,이용NNG률XSN을JKO,끌어올리VV,이용NNG률XSN을JKO 끌어올리VV,3,3,3,FALSE
17259,관련NNG을JKO,하VV,관련NNG을JKO 하VV,2,7312,2,TRUE
17268,추첨NNG을JKO,하VV,추첨NNG을JKO 하VV,3,7312,2,TRUE
17299,출범NNG을JKO,하VV,출범NNG을JKO 하VV,3,7312,2,TRUE
17300,참석NNG을JKO,하VV,참석NNG을JKO 하VV,2,7312,2,TRUE
17307,홈페이지NNG을JKO,찾VV,홈페이지NNG을JKO 찾VV,3,136,2,FALSE
17365,날짜NNG을JKO,잡VV,날짜NNG을JKO 잡VV,6,112,2,TRUE
17367,마킹NNG을JKO,잘못MAG하XSV,마킹NNG을JKO 잘못MAG하XSV,3,2,2,FALSE
17369,칠NR과NNG을JKO,하VV,칠NR과NNG을JKO 하VV,3,7312,3,FALSE
17371,값NNG을JKO,대입NNG하XSV,값NNG을JKO 대입NNG하XSV,16,4,3,FALSE
17396,안부NNG을JKO,전하VV,안부NNG을JKO 전하VV,6,14,5,FALSE
17404,소유격NNG을JKO,쓰VV,소유격NNG을JKO 쓰VV,2,509,2,FALSE
17450,일부NNG을JKO,조사NNG하XSV,일부NNG을JKO 조사NNG하XSV,3,23,2,FALSE
17454,표본NNG을JKO,추출NNG하XSV,표본NNG을JKO 추출NNG하XSV,9,7,4,TRUE
17468,정규분포NNG을JKO,따르VV,정규분포NNG을JKO 따르VV,25,52,23,FALSE
17496,분포NNG을JKO,나타내VV,분포NNG을JKO 나타내VV,15,61,4,FALSE
17544,쭘NNG을JKO,하VV,쭘NNG을JKO 하VV,2,7312,2,FALSE
17549,수학NNG을JKO,보VV,수학NNG을JKO 보VV,5,1238,3,FALSE
17554,일NNG을JKO,나가VV,일NNG을JKO 나가VV,183,27,2,FALSE
17606,대학NNG을JKO,들어오VV,대학NNG을JKO 들어오VV,31,5,3,FALSE
17721,홈스테이NNG을JKO,하VV,홈스테이NNG을JKO 하VV,4,7312,4,TRUE
17736,세금NNG을JKO,내VV,세금NNG을JKO 내VV,3,178,3,FALSE
17740,소송NNG을JKO,하VV,소송NNG을JKO 하VV,2,7312,2,TRUE
17755,점심NNG을JKO,주VV,점심NNG을JKO 주VV,9,324,4,FALSE
17766,다이어트NNG을JKO,하VV,다이어트NNG을JKO 하VV,2,7312,2,TRUE
17803,디플로마NNG을JKO,하VV,디플로마NNG을JKO 하VV,6,7312,2,FALSE
17805,혜택NNG을JKO,주VV,혜택NNG을JKO 주VV,4,324,3,FALSE
17816,이민NNG을JKO,오VV,이민NNG을JKO 오VV,6,39,2,FALSE
17829,논술NNG을JKO,쓰VV,논술NNG을JKO 쓰VV,3,509,2,FALSE
17849,팜플렛NNG을JKO,만들VV,팜플렛NNG을JKO 만들VV,2,344,2,FALSE
17866,오에이치피NNG을JKO,쓰VV,오에이치피NNG을JKO 쓰VV,2,509,2,FALSE
17886,리스닝NNG을JKO,보VV,리스닝NNG을JKO 보VV,2,1238,2,FALSE
17929,길NNG을JKO,잃VV,길NNG을JKO 잃VV,26,22,2,TRUE
17934,야경NNG을JKO,보VV,야경NNG을JKO 보VV,2,1238,2,FALSE
17939,아이NNG을JKO,키우VV,아이NNG을JKO 키우VV,29,29,6,FALSE
17940,동참NNG을JKO,하VV,동참NNG을JKO 하VV,2,7312,2,TRUE
17941,사회생활NNG을JKO,하VV,사회생활NNG을JKO 하VV,3,7312,3,TRUE
17966,도NNG을JKO,닦VV,도NNG을JKO 닦VV,3,7,2,TRUE
18008,사물NNG을JKO,보VV,사물NNG을JKO 보VV,2,1238,2,FALSE
18012,자부심NNG을JKO,가지VV,자부심NNG을JKO 가지VV,3,568,3,FALSE
18028,음NNG을JKO,듣VV,음NNG을JKO 듣VV,9,268,2,FALSE
18042,아이NNG을JKO,대하VV,아이NNG을JKO 대하VV,29,10,2,FALSE
18043,애NNG을JKO,보VV,애NNG을JKO 보VV,41,1238,4,TRUE
18054,앞NNG을JKO,보VV,앞NNG을JKO 보VV,6,1238,3,FALSE
18060,불NNG을JKO,끄VV,불NNG을JKO 끄VV,16,12,3,TRUE
18125,샤워NNG을JKO,하VV,샤워NNG을JKO 하VV,2,7312,2,TRUE
18127,리모델링NNG을JKO,하VV,리모델링NNG을JKO 하VV,3,7312,3,TRUE
18143,대기NNG을JKO,하VV,대기NNG을JKO 하VV,3,7312,2,TRUE
18149,담배NNG을JKO,주VV,담배NNG을JKO 주VV,11,324,2,FALSE
18179,물NNG을JKO,끓이VV,물NNG을JKO 끓이VV,29,6,2,FALSE
18201,과자NNG을JKO,먹VV,과자NNG을JKO 먹VV,6,244,2,FALSE
18255,날NNG을JKO,잡VV,날NNG을JKO 잡VV,3,112,2,TRUE
18263,회NNG을JKO,먹VV,회NNG을JKO 먹VV,4,244,3,FALSE
18279,맥주NNG을JKO,마시VV,맥주NNG을JKO 마시VV,6,46,2,FALSE
18330,대쉬NNG을JKO,하VV,대쉬NNG을JKO 하VV,2,7312,2,TRUE
18342,축구NNG을JKO,보VV,축구NNG을JKO 보VV,6,1238,2,FALSE
18379,일인이역NNG을JKO,맡VV,일인이역NNG을JKO 맡VV,2,41,2,FALSE
18399,질투NNG을JKO,하VV,질투NNG을JKO 하VV,2,7312,2,TRUE
18407,사건NNG을JKO,해결NNG하XSV,사건NNG을JKO 해결NNG하XSV,6,20,2,FALSE
18424,공포NNG을JKO,느끼VV,공포NNG을JKO 느끼VV,3,87,3,FALSE
18440,패러디NNG을JKO,하VV,패러디NNG을JKO 하VV,4,7312,4,TRUE
18446,행방NNG을JKO,찾VV,행방NNG을JKO 찾VV,2,136,2,FALSE
18462,의의NNG을JKO,따지VV,의의NNG을JKO 따지VV,2,20,2,FALSE
18498,커밍아웃NNG을JKO,선언NNG하XSV,커밍아웃NNG을JKO 선언NNG하XSV,2,4,2,FALSE
18504,샌드위치NNG을JKO,먹VV,샌드위치NNG을JKO 먹VV,2,244,2,FALSE
18570,헤게모니NNG을JKO,차지NNG하XSV,헤게모니NNG을JKO 차지NNG하XSV,5,25,4,FALSE
18605,희망NNG을JKO,하VV,희망NNG을JKO 하VV,6,7312,2,TRUE
18618,피NNG을JKO,받VV,피NNG을JKO 받VV,5,426,2,FALSE
18620,숙청NNG을JKO,하VV,숙청NNG을JKO 하VV,2,7312,2,TRUE
18623,세상NNG을JKO,만들VV,세상NNG을JKO 만들VV,20,344,2,FALSE
18642,빛NNG을JKO,발하VV,빛NNG을JKO 발하VV,4,2,2,TRUE
18678,특성NNG을JKO,얘기NNG하XSV,특성NNG을JKO 얘기NNG하XSV,14,86,3,FALSE
18682,특성NNG을JKO,반영NNG하XSV,특성NNG을JKO 반영NNG하XSV,14,17,2,FALSE
18708,광고NNG을JKO,알VV,광고NNG을JKO 알VV,25,285,2,FALSE
18733,살NNG을JKO,붙이VV,살NNG을JKO 붙이VV,5,49,2,TRUE
18755,기법NNG을JKO,쓰VV,기법NNG을JKO 쓰VV,6,509,2,FALSE
18785,차이점NNG을JKO,보이VV,차이점NNG을JKO 보이VV,9,164,2,FALSE
18795,도표NNG을JKO,보이VV,도표NNG을JKO 보이VV,3,164,2,FALSE
18857,우위NNG을JKO,점하VV,우위NNG을JKO 점하VV,2,2,2,TRUE
18882,시각NNG을JKO,갖VV,시각NNG을JKO 갖VV,6,306,3,FALSE
18898,다리NNG을JKO,찢VV,다리NNG을JKO 찢VV,10,3,2,FALSE
18925,시간NNG을JKO,보VV,시간NNG을JKO 보VV,89,1238,3,FALSE
18936,차별NNG을JKO,인정NNG하XSV,차별NNG을JKO 인정NNG하XSV,7,25,2,FALSE
18981,영향NNG력XSN을JKO,미치VV,영향NNG력XSN을JKO 미치VV,6,30,2,TRUE
18984,강의NNG을JKO,나가VV,강의NNG을JKO 나가VV,31,27,2,TRUE
18993,드라마NNG을JKO,보VV,드라마NNG을JKO 보VV,4,1238,2,FALSE
18999,짜증NNG을JKO,내VV,짜증NNG을JKO 내VV,5,178,5,TRUE
19002,벨트NNG을JKO,사VV,벨트NNG을JKO 사VV,2,157,2,FALSE
19012,인상NNG을JKO,쓰VV,인상NNG을JKO 쓰VV,8,509,2,TRUE
19066,바이킹NNG을JKO,타VV,바이킹NNG을JKO 타VV,3,120,3,FALSE
19077,줄NNG을JKO,서VV,줄NNG을JKO 서VV,5,5,2,TRUE
19081,연등NNG을JKO,만들VV,연등NNG을JKO 만들VV,2,344,2,FALSE
19107,의도NNG을JKO,말NNG하XSV,의도NNG을JKO 말NNG하XSV,7,105,2,FALSE
19130,지갑NNG을JKO,사VV,지갑NNG을JKO 사VV,10,157,3,FALSE
19154,변화NNG을JKO,포착NNG하XSV,변화NNG을JKO 포착NNG하XSV,17,2,2,FALSE
19157,만족NNG을JKO,추구NNG하XSV,만족NNG을JKO 추구NNG하XSV,7,16,4,FALSE
19244,등수NNG을JKO,보VV,등수NNG을JKO 보VV,3,1238,2,FALSE
19248,시간표NNG을JKO,짜VV,시간표NNG을JKO 짜VV,6,22,2,TRUE
19303,나라NNG을JKO,알VV,나라NNG을JKO 알VV,16,285,2,FALSE
19306,오락NNG을JKO,위하VV,오락NNG을JKO 위하VV,6,245,2,FALSE
19321,국가NNG을JKO,위하VV,국가NNG을JKO 위하VV,6,245,2,FALSE
19335,기지NNG을JKO,건설NNG하XSV,기지NNG을JKO 건설NNG하XSV,4,4,2,FALSE
19342,실XPN이익NNG을JKO,따지VV,실XPN이익NNG을JKO 따지VV,2,20,2,FALSE
