,word1,word2,bigram,freq.w1,freq.w2,freq.bi,human.eval
3113,표현NNG을JKO,쓰VV,표현NNG을JKO 쓰VV,47,509,4,FALSE
3121,격률NNG을JKO,위배NNG하XSV,격률NNG을JKO 위배NNG하XSV,4,3,2,FALSE
3143,출동NNG을JKO,하VV,출동NNG을JKO 하VV,2,7312,2,TRUE
3144,등장NNG을JKO,하VV,등장NNG을JKO 하VV,14,7312,11,TRUE
3161,애정NNG을JKO,가지VV,애정NNG을JKO 가지VV,4,568,2,FALSE
3165,생활NNG을JKO,되돌아보VV,생활NNG을JKO 되돌아보VV,56,3,2,FALSE
3166,생활NNG을JKO,영위NNG하XSV,생활NNG을JKO 영위NNG하XSV,56,2,2,TRUE
3182,부부NNG을JKO,보VV,부부NNG을JKO 보VV,6,1238,5,FALSE
3196,마음NNG을JKO,열VV,마음NNG을JKO 열VV,37,52,3,TRUE
3198,경청NNG을JKO,하VV,경청NNG을JKO 하VV,3,7312,3,TRUE
3214,포인트NNG을JKO,맞추VV,포인트NNG을JKO 맞추VV,5,49,2,FALSE
3216,이름NNG을JKO,부르VV,이름NNG을JKO 부르VV,55,49,2,FALSE
3223,대화NNG을JKO,통하VV,대화NNG을JKO 통하VV,95,243,4,FALSE
3226,성의NNG을JKO,다MAG하XSV,성의NNG을JKO 다MAG하XSV,2,16,2,FALSE
3232,말NNG을JKO,시작NNG하XSV,말NNG을JKO 시작NNG하XSV,480,29,3,FALSE
3238,권리NNG을JKO,가지VV,권리NNG을JKO 가지VV,14,568,5,FALSE
3239,기술NNG을JKO,하VV,기술NNG을JKO 하VV,20,7312,5,TRUE
3249,어미NNG을JKO,사용NNG하XSV,어미NNG을JKO 사용NNG하XSV,4,106,3,FALSE
3251,종결NNG을JKO,예고NNG하XSV,종결NNG을JKO 예고NNG하XSV,2,3,2,FALSE
3263,정장NNG을JKO,입VV,정장NNG을JKO 입VV,5,72,4,TRUE
3265,위치NNG을JKO,실현NNG시키XSV,위치NNG을JKO 실현NNG시키XSV,14,2,2,FALSE
3266,말차례NNG을JKO,유지NNG하XSV,말차례NNG을JKO 유지NNG하XSV,13,32,3,FALSE
3271,정보NNG을JKO,담VV,정보NNG을JKO 담VV,66,25,3,FALSE
3281,발화NNG을JKO,시작NNG하XSV,발화NNG을JKO 시작NNG하XSV,12,29,4,FALSE
3286,예NNG을JKO,넣VV,예NNG을JKO 넣VV,398,82,2,FALSE
3290,주의NNG을JKO,기울이VV,주의NNG을JKO 기울이VV,6,8,3,TRUE
3295,표시NNG을JKO,하VV,표시NNG을JKO 하VV,11,7312,10,TRUE
3301,말차례NNG을JKO,가지VV,말차례NNG을JKO 가지VV,13,568,10,FALSE
3310,개념NNG을JKO,도입NNG하XSV,개념NNG을JKO 도입NNG하XSV,23,6,2,FALSE
3315,귀NNG을JKO,기울이VV,귀NNG을JKO 기울이VV,7,8,2,TRUE
3318,발화NNG을JKO,하VV,발화NNG을JKO 하VV,12,7312,5,TRUE
3324,관심NNG을JKO,두VV,관심NNG을JKO 두VV,45,74,2,FALSE
3331,단위NNG을JKO,이루VV,단위NNG을JKO 이루VV,5,57,2,FALSE
3335,내용NNG을JKO,담VV,내용NNG을JKO 담VV,44,25,6,FALSE
3339,부분NNG을JKO,말NNG하XSV,부분NNG을JKO 말NNG하XSV,39,105,3,FALSE
3352,비판NNG을JKO,하VV,비판NNG을JKO 하VV,11,7312,7,TRUE
3354,다음NNG을JKO,선택NNG하XSV,다음NNG을JKO 선택NNG하XSV,4,34,3,FALSE
3355,기술NNG을JKO,사용NNG하XSV,기술NNG을JKO 사용NNG하XSV,20,106,2,FALSE
3357,의무NNG을JKO,가지VV,의무NNG을JKO 가지VV,3,568,2,FALSE
3368,화자NNG을JKO,지적NNG하XSV,화자NNG을JKO 지적NNG하XSV,4,10,4,FALSE
3371,의미NNG을JKO,가지VV,의미NNG을JKO 가지VV,27,568,10,FALSE
3372,정보NNG을JKO,얻VV,정보NNG을JKO 얻VV,66,60,3,FALSE
3392,결과NNG을JKO,얻VV,결과NNG을JKO 얻VV,26,60,3,FALSE
3403,참가NNG을JKO,하VV,참가NNG을JKO 하VV,3,7312,3,TRUE
3411,활동NNG을JKO,하VV,활동NNG을JKO 하VV,34,7312,29,TRUE
3415,발표NNG을JKO,맡VV,발표NNG을JKO 맡VV,55,41,2,FALSE
3423,실시NNG을JKO,하VV,실시NNG을JKO 하VV,3,7312,3,TRUE
3425,필요NNG성XSN을JKO,인식NNG하XSV,필요NNG성XSN을JKO 인식NNG하XSV,5,8,2,FALSE
3434,순위NNG을JKO,먹이VV,순위NNG을JKO 먹이VV,5,6,3,FALSE
3439,계산NNG을JKO,하VV,계산NNG을JKO 하VV,16,7312,15,TRUE
3441,해석NNG을JKO,하VV,해석NNG을JKO 하VV,17,7312,14,TRUE
3458,자격NNG을JKO,가지VV,자격NNG을JKO 가지VV,5,568,2,FALSE
3460,한정NNG을JKO,하VV,한정NNG을JKO 하VV,2,7312,2,FALSE
3462,교육NNG을JKO,전공NNG하XSV,교육NNG을JKO 전공NNG하XSV,80,21,6,FALSE
3465,파악NNG을JKO,하VV,파악NNG을JKO 하VV,7,7312,7,TRUE
3466,시간NNG을JKO,가지VV,시간NNG을JKO 가지VV,89,568,6,TRUE
3467,수업NNG을JKO,운영NNG하XSV,수업NNG을JKO 운영NNG하XSV,66,12,2,FALSE
3468,고찰NNG을JKO,하VV,고찰NNG을JKO 하VV,2,7312,2,TRUE
3473,경험NNG을JKO,가지VV,경험NNG을JKO 가지VV,21,568,2,FALSE
3474,과정NNG을JKO,이수NNG하XSV,과정NNG을JKO 이수NNG하XSV,28,2,2,TRUE
3475,인증NNG을JKO,받VV,인증NNG을JKO 받VV,8,426,5,TRUE
3476,목적NNG을JKO,두VV,목적NNG을JKO 두VV,12,74,3,TRUE
3479,지도NNG을JKO,하VV,지도NNG을JKO 하VV,12,7312,2,TRUE
3483,안NNG을JKO,정하VV,안NNG을JKO 정하VV,6,35,2,FALSE
3486,자격증NNG을JKO,주VV,자격증NNG을JKO 주VV,13,324,4,FALSE
3494,필요NNG성XSN을JKO,느끼VV,필요NNG성XSN을JKO 느끼VV,5,87,3,FALSE
3498,시간NNG을JKO,정하VV,시간NNG을JKO 정하VV,89,35,2,FALSE
3503,경험NNG을JKO,통하VV,경험NNG을JKO 통하VV,21,243,2,FALSE
3512,상정NNG을JKO,하VV,상정NNG을JKO 하VV,2,7312,2,TRUE
3515,포함NNG을JKO,시키VV,포함NNG을JKO 시키VV,7,200,5,TRUE
3524,내용NNG을JKO,보VV,내용NNG을JKO 보VV,44,1238,4,FALSE
3528,지식NNG을JKO,습득NNG하XSV,지식NNG을JKO 습득NNG하XSV,18,11,2,FALSE
3534,지식NNG을JKO,알VV,지식NNG을JKO 알VV,18,285,2,FALSE
3535,목표NNG을JKO,두VV,목표NNG을JKO 두VV,14,74,5,TRUE
3537,제안NNG을JKO,하VV,제안NNG을JKO 하VV,14,7312,9,TRUE
3538,조사NNG을JKO,통하VV,조사NNG을JKO 통하VV,70,243,7,FALSE
3546,판단NNG을JKO,하VV,판단NNG을JKO 하VV,15,7312,12,TRUE
3558,내용NNG을JKO,가지VV,내용NNG을JKO 가지VV,44,568,2,FALSE
3562,문화NNG을JKO,이해NNG하XSV,문화NNG을JKO 이해NNG하XSV,12,48,5,FALSE
3570,말씀NNG을JKO,주VV,말씀NNG을JKO 주VV,139,324,2,FALSE
3579,활용NNG을JKO,하VV,활용NNG을JKO 하VV,9,7312,9,TRUE
3585,사항NNG들XSN을JKO,갖VV,사항NNG들XSN을JKO 갖VV,3,306,3,FALSE
3597,인증NNG을JKO,하VV,인증NNG을JKO 하VV,8,7312,2,TRUE
3601,내국NNG인XSN을JKO,위하VV,내국NNG인XSN을JKO 위하VV,3,245,3,FALSE
3604,사업NNG을JKO,갖VV,사업NNG을JKO 갖VV,18,306,2,FALSE
3607,자격증NNG을JKO,갖VV,자격증NNG을JKO 갖VV,13,306,3,FALSE
3618,응시NNG을JKO,하VV,응시NNG을JKO 하VV,3,7312,2,TRUE
3619,불문NNG을JKO,하VV,불문NNG을JKO 하VV,2,7312,2,TRUE
3622,양성NNG을JKO,위하VV,양성NNG을JKO 위하VV,3,245,2,FALSE
3631,통제NNG을JKO,하VV,통제NNG을JKO 하VV,6,7312,5,TRUE
3662,과정NNG을JKO,갖VV,과정NNG을JKO 갖VV,28,306,2,FALSE
3681,비판NNG을JKO,받VV,비판NNG을JKO 받VV,11,426,2,TRUE
3683,과정NNG을JKO,하VV,과정NNG을JKO 하VV,28,7312,6,FALSE
3699,기관NNG들XSN을JKO,갖VV,기관NNG들XSN을JKO 갖VV,3,306,3,FALSE
3721,시행NNG을JKO,하VV,시행NNG을JKO 하VV,4,7312,4,TRUE
3763,사례NNG을JKO,갖VV,사례NNG을JKO 갖VV,7,306,2,FALSE
3766,연합체NNG을JKO,만들VV,연합체NNG을JKO 만들VV,3,344,2,FALSE
3801,기대NNG을JKO,하VV,기대NNG을JKO 하VV,13,7312,10,TRUE
3817,방향NNG을JKO,잡VV,방향NNG을JKO 잡VV,7,112,4,TRUE
3829,소개NNG을JKO,드리VV,소개NNG을JKO 드리VV,28,139,2,TRUE
3832,완성NNG을JKO,하VV,완성NNG을JKO 하VV,2,7312,2,TRUE
3835,부탁NNG을JKO,드리VV,부탁NNG을JKO 드리VV,20,139,2,TRUE
3844,학습NNG을JKO,하VV,학습NNG을JKO 하VV,5,7312,3,TRUE
3848,방식NNG을JKO,취하VV,방식NNG을JKO 취하VV,11,18,2,TRUE
3853,분석NNG을JKO,통하VV,분석NNG을JKO 통하VV,46,243,3,FALSE
3855,요구NNG을JKO,하VV,요구NNG을JKO 하VV,9,7312,7,TRUE
3860,양상NNG을JKO,보이VV,양상NNG을JKO 보이VV,4,164,3,FALSE
3876,전략NNG을JKO,가지VV,전략NNG을JKO 가지VV,5,568,2,FALSE
3886,접근NNG을JKO,하VV,접근NNG을JKO 하VV,18,7312,18,TRUE
3889,교육NNG을JKO,하VV,교육NNG을JKO 하VV,80,7312,15,TRUE
3892,발음NNG을JKO,하VV,발음NNG을JKO 하VV,24,7312,16,TRUE
3900,극복NNG을JKO,하VV,극복NNG을JKO 하VV,5,7312,5,TRUE
3912,대체NNG을JKO,하VV,대체NNG을JKO 하VV,3,7312,2,TRUE
3933,포장NNG을JKO,하VV,포장NNG을JKO 하VV,7,7312,7,TRUE
3938,의미NNG을JKO,찾VV,의미NNG을JKO 찾VV,27,136,2,FALSE
3947,인터넷NNG을JKO,이용NNG하XSV,인터넷NNG을JKO 이용NNG하XSV,18,83,2,FALSE
3949,보급NNG을JKO,위하VV,보급NNG을JKO 위하VV,3,245,3,FALSE
3957,기여NNG을JKO,하VV,기여NNG을JKO 하VV,4,7312,3,TRUE
3966,언급NNG을JKO,하VV,언급NNG을JKO 하VV,12,7312,11,TRUE
3967,개선NNG을JKO,위하VV,개선NNG을JKO 위하VV,2,245,2,FALSE
3968,간담회NNG을JKO,개최NNG하XSV,간담회NNG을JKO 개최NNG하XSV,2,3,2,TRUE
3973,타이틀NNG을JKO,붙이VV,타이틀NNG을JKO 붙이VV,2,49,2,TRUE
3975,대표NNG성XSN을JKO,띠VV,대표NNG성XSN을JKO 띠VV,3,22,2,TRUE
3983,발표NNG을JKO,준비NNG하XSV,발표NNG을JKO 준비NNG하XSV,55,24,2,FALSE
3993,리뷰NNG을JKO,하VV,리뷰NNG을JKO 하VV,3,7312,2,TRUE
3995,책NNG을JKO,소개NNG하XSV,책NNG을JKO 소개NNG하XSV,67,15,2,FALSE
4000,자료NNG들XSN을JKO,올리VV,자료NNG들XSN을JKO 올리VV,5,47,2,FALSE
4001,기능NNG을JKO,하VV,기능NNG을JKO 하VV,12,7312,4,TRUE
4009,환경NNG을JKO,구축NNG하XSV,환경NNG을JKO 구축NNG하XSV,10,14,3,FALSE
4015,방법NNG을JKO,택하VV,방법NNG을JKO 택하VV,47,12,3,FALSE
4018,의문NNG을JKO,제기NNG하XSV,의문NNG을JKO 제기NNG하XSV,7,10,4,TRUE
4022,이름NNG을JKO,붙이VV,이름NNG을JKO 붙이VV,55,49,5,TRUE
4026,해킹NNG을JKO,당하VV,해킹NNG을JKO 당하VV,3,30,3,TRUE
4039,작업NNG을JKO,위하VV,작업NNG을JKO 위하VV,31,245,2,FALSE
4046,발표NNG을JKO,듣VV,발표NNG을JKO 듣VV,55,268,2,FALSE
4051,웹NNG을JKO,통하VV,웹NNG을JKO 통하VV,2,243,2,FALSE
4062,오류NNG을JKO,범하VV,오류NNG을JKO 범하VV,16,9,6,TRUE
4063,검색NNG을JKO,하VV,검색NNG을JKO 하VV,6,7312,5,TRUE
4072,논문NNG을JKO,쓰VV,논문NNG을JKO 쓰VV,24,509,15,FALSE
4100,방법론NNG을JKO,얘기NNG하XSV,방법론NNG을JKO 얘기NNG하XSV,4,86,2,FALSE
4117,방법NNG을JKO,쓰VV,방법NNG을JKO 쓰VV,47,509,12,FALSE
4121,점수NNG을JKO,가지VV,점수NNG을JKO 가지VV,50,568,5,FALSE
4122,관계NNG을JKO,보VV,관계NNG을JKO 보VV,65,1238,8,FALSE
4125,적용NNG을JKO,하VV,적용NNG을JKO 하VV,7,7312,4,TRUE
4128,자료NNG을JKO,가지VV,자료NNG을JKO 가지VV,61,568,9,FALSE
4129,추리NNG을JKO,하VV,추리NNG을JKO 하VV,3,7312,3,TRUE
4140,평균NNG을JKO,내VV,평균NNG을JKO 내VV,10,178,2,TRUE
4143,평균NNG을JKO,구하VV,평균NNG을JKO 구하VV,10,46,2,FALSE
4153,점수NNG을JKO,조사NNG하XSV,점수NNG을JKO 조사NNG하XSV,50,23,3,FALSE
4155,실험NNG을JKO,하VV,실험NNG을JKO 하VV,12,7312,11,TRUE
4158,점수NNG을JKO,알VV,점수NNG을JKO 알VV,50,285,4,FALSE
4163,표본NNG을JKO,뽑VV,표본NNG을JKO 뽑VV,9,55,2,FALSE
4165,학생NNG들XSN을JKO,뽑VV,학생NNG들XSN을JKO 뽑VV,14,55,2,FALSE
4169,대표성NNG을JKO,띠VV,대표성NNG을JKO 띠VV,2,22,2,TRUE
4177,적용NNG을JKO,시키VV,적용NNG을JKO 시키VV,7,200,2,TRUE
4178,변화NNG을JKO,일으키VV,변화NNG을JKO 일으키VV,17,26,3,TRUE
4188,관계NNG을JKO,나타내VV,관계NNG을JKO 나타내VV,65,61,2,FALSE
4210,작용NNG을JKO,하VV,작용NNG을JKO 하VV,15,7312,10,TRUE
4215,설계NNG을JKO,하VV,설계NNG을JKO 하VV,3,7312,3,TRUE
4237,우열NNG을JKO,가리VV,우열NNG을JKO 가리VV,2,10,2,TRUE
4246,순위NNG을JKO,매기VV,순위NNG을JKO 매기VV,5,12,2,TRUE
4263,성립NNG을JKO,하VV,성립NNG을JKO 하VV,6,7312,6,TRUE
4279,학생NNG들XSN을JKO,위하VV,학생NNG들XSN을JKO 위하VV,14,245,2,FALSE
4280,교재NNG을JKO,개발NNG하XSV,교재NNG을JKO 개발NNG하XSV,17,14,3,FALSE
4285,관찰NNG을JKO,하VV,관찰NNG을JKO 하VV,2,7312,2,TRUE
4288,증명NNG을JKO,하VV,증명NNG을JKO 하VV,3,7312,2,TRUE
4301,처치NNG을JKO,가하VV,처치NNG을JKO 가하VV,4,7,3,FALSE
4306,교재NNG을JKO,쓰VV,교재NNG을JKO 쓰VV,17,509,4,FALSE
4308,집단NNG을JKO,만들VV,집단NNG을JKO 만들VV,7,344,3,FALSE
4315,타당도NNG을JKO,확보NNG하XSV,타당도NNG을JKO 확보NNG하XSV,3,10,2,FALSE
4318,배정NNG을JKO,하VV,배정NNG을JKO 하VV,12,7312,9,TRUE
4335,집단NNG을JKO,나누VV,집단NNG을JKO 나누VV,7,86,2,FALSE
4342,점수NNG을JKO,보VV,점수NNG을JKO 보VV,50,1238,5,FALSE
4343,점수NNG을JKO,뽑VV,점수NNG을JKO 뽑VV,50,55,3,FALSE
4355,정도NNG을JKO,나타내VV,정도NNG을JKO 나타내VV,33,61,4,FALSE
4361,평균NNG을JKO,가지VV,평균NNG을JKO 가지VV,10,568,2,FALSE
4365,검사NNG을JKO,하VV,검사NNG을JKO 하VV,23,7312,20,TRUE
4395,표본NNG을JKO,가지VV,표본NNG을JKO 가지VV,9,568,2,FALSE
4396,추정NNG을JKO,하VV,추정NNG을JKO 하VV,4,7312,4,TRUE
4398,학생NNG들XSN을JKO,하VV,학생NNG들XSN을JKO 하VV,14,7312,2,FALSE
4403,표NNG을JKO,보VV,표NNG을JKO 보VV,21,1238,3,FALSE
4412,제곱NNG을JKO,하VV,제곱NNG을JKO 하VV,5,7312,5,FALSE
4414,루트NNG을JKO,씌우VV,루트NNG을JKO 씌우VV,3,2,2,TRUE
4418,편차NNG을JKO,가지VV,편차NNG을JKO 가지VV,5,568,2,FALSE
4427,정도NNG을JKO,하VV,정도NNG을JKO 하VV,33,7312,4,FALSE
4431,결과NNG을JKO,내VV,결과NNG을JKO 내VV,26,178,3,TRUE
4436,평균NNG을JKO,계산NNG하XSV,평균NNG을JKO 계산NNG하XSV,10,4,2,FALSE
4439,숫자NNG을JKO,갖VV,숫자NNG을JKO 갖VV,8,306,2,FALSE
4449,분포NNG을JKO,이루VV,분포NNG을JKO 이루VV,15,57,3,TRUE
4472,분포NNG을JKO,가지VV,분포NNG을JKO 가지VV,15,568,2,FALSE
4483,범위NNG을JKO,나타내VV,범위NNG을JKO 나타내VV,12,61,2,FALSE
4500,평균NNG을JKO,알VV,평균NNG을JKO 알VV,10,285,2,FALSE
4509,하늘NNG을JKO,날VV,하늘NNG을JKO 날VV,4,2,2,FALSE
4515,부분NNG을JKO,읽VV,부분NNG을JKO 읽VV,39,75,3,FALSE
4518,외국어NNG을JKO,배우VV,외국어NNG을JKO 배우VV,8,106,2,FALSE
4528,형식NNG을JKO,갖추VV,형식NNG을JKO 갖추VV,13,17,2,TRUE
4532,언어NNG을JKO,기술NNG하XSV,언어NNG을JKO 기술NNG하XSV,65,10,2,FALSE
4533,언어NNG을JKO,비교NNG하XSV,언어NNG을JKO 비교NNG하XSV,65,25,5,FALSE
4538,용어NNG을JKO,쓰VV,용어NNG을JKO 쓰VV,4,509,2,FALSE
4546,언어NNG을JKO,배우VV,언어NNG을JKO 배우VV,65,106,4,FALSE
4553,원인NNG을JKO,찾VV,원인NNG을JKO 찾VV,4,136,2,FALSE
4555,언어NNG을JKO,학습NNG하XSV,언어NNG을JKO 학습NNG하XSV,65,3,2,FALSE
4563,형태NNG을JKO,띠VV,형태NNG을JKO 띠VV,12,22,2,FALSE
4570,관계NNG을JKO,설명NNG하XSV,관계NNG을JKO 설명NNG하XSV,65,30,2,FALSE
4578,어려움NNG을JKO,겪VV,어려움NNG을JKO 겪VV,5,14,2,TRUE
4580,언어NNG을JKO,습득NNG하XSV,언어NNG을JKO 습득NNG하XSV,65,11,6,FALSE
4584,체계NNG을JKO,가지VV,체계NNG을JKO 가지VV,14,568,3,FALSE
4585,능력NNG을JKO,인정NNG하XSV,능력NNG을JKO 인정NNG하XSV,23,25,2,FALSE
4607,내용NNG을JKO,쓰VV,내용NNG을JKO 쓰VV,44,509,3,FALSE
4612,정의NNG을JKO,내리VV,정의NNG을JKO 내리VV,20,36,4,TRUE
4622,차이NNG을JKO,보VV,차이NNG을JKO 보VV,24,1238,2,FALSE
4623,언어NNG을JKO,생성NNG하XSV,언어NNG을JKO 생성NNG하XSV,65,2,2,FALSE
4636,구조NNG을JKO,가지VV,구조NNG을JKO 가지VV,25,568,14,FALSE
4653,부분NNG을JKO,보VV,부분NNG을JKO 보VV,39,1238,2,FALSE
4656,지배NNG을JKO,받VV,지배NNG을JKO 받VV,5,426,2,TRUE
4662,설명NNG을JKO,듣VV,설명NNG을JKO 듣VV,105,268,2,FALSE
4671,영향NNG을JKO,최소NNG화XSN시키XSV,영향NNG을JKO 최소NNG화XSN시키XSV,74,2,2,FALSE
4672,견해NNG을JKO,피력NNG하XSV,견해NNG을JKO 피력NNG하XSV,4,2,2,TRUE
4676,책NNG을JKO,통하VV,책NNG을JKO 통하VV,67,243,2,FALSE
4677,영어NNG을JKO,가르치VV,영어NNG을JKO 가르치VV,30,36,2,FALSE
4686,일반NNG화XSN을JKO,시키VV,일반NNG화XSN을JKO 시키VV,3,200,2,TRUE
4692,단어NNG을JKO,보VV,단어NNG을JKO 보VV,31,1238,2,FALSE
4699,오류NNG을JKO,일으키VV,오류NNG을JKO 일으키VV,16,26,3,TRUE
4724,이유NNG을JKO,들VV,이유NNG을JKO 들VV,13,475,2,FALSE
4729,도달NNG을JKO,하VV,도달NNG을JKO 하VV,2,7312,2,TRUE
4745,한계NNG을JKO,정하VV,한계NNG을JKO 정하VV,3,35,2,FALSE
4762,자료NNG을JKO,수집NNG하XSV,자료NNG을JKO 수집NNG하XSV,61,5,2,FALSE
4771,가출NNG을JKO,하VV,가출NNG을JKO 하VV,3,7312,3,TRUE
4778,엄마NNG을JKO,보VV,엄마NNG을JKO 보VV,3,1238,2,FALSE
4780,눈물NNG을JKO,흘리VV,눈물NNG을JKO 흘리VV,4,9,3,FALSE
4784,숨NNG을JKO,쉬VV,숨NNG을JKO 쉬VV,12,11,8,TRUE
4790,꽃동산NNG을JKO,향하VV,꽃동산NNG을JKO 향하VV,2,23,2,FALSE
4798,컴퓨터NNG을JKO,하VV,컴퓨터NNG을JKO 하VV,19,7312,5,TRUE
4800,이야기NNG을JKO,나누VV,이야기NNG을JKO 나누VV,88,86,3,TRUE
4805,채팅NNG을JKO,하VV,채팅NNG을JKO 하VV,3,7312,2,TRUE
4827,꽃NNG을JKO,주VV,꽃NNG을JKO 주VV,5,324,2,FALSE
4837,소개팅NNG을JKO,시키VV,소개팅NNG을JKO 시키VV,11,200,5,TRUE
4841,오빠NNG을JKO,만나VV,오빠NNG을JKO 만나VV,9,108,2,FALSE
4843,소개NNG을JKO,시키VV,소개NNG을JKO 시키VV,28,200,8,TRUE
4856,상상NNG을JKO,하VV,상상NNG을JKO 하VV,6,7312,5,TRUE
4857,커피NNG을JKO,마시VV,커피NNG을JKO 마시VV,4,46,4,FALSE
4862,시집NNG을JKO,가VV,시집NNG을JKO 가VV,5,336,5,TRUE
4868,대학원NNG을JKO,가VV,대학원NNG을JKO 가VV,4,336,3,FALSE
4873,시간NNG을JKO,이용NNG하XSV,시간NNG을JKO 이용NNG하XSV,89,83,3,FALSE
4875,파마NNG을JKO,하VV,파마NNG을JKO 하VV,5,7312,5,TRUE
4880,아르바이트NNG을JKO,하VV,아르바이트NNG을JKO 하VV,14,7312,11,TRUE
4889,미팅NNG을JKO,하VV,미팅NNG을JKO 하VV,3,7312,2,TRUE
4908,선생NNG님XSN을JKO,찾아가VV,선생NNG님XSN을JKO 찾아가VV,10,15,2,FALSE
4910,용기NNG을JKO,내VV,용기NNG을JKO 내VV,9,178,3,TRUE
4916,제품NNG을JKO,팔VV,제품NNG을JKO 팔VV,19,41,3,FALSE
4922,제품NNG을JKO,보VV,제품NNG을JKO 보VV,19,1238,3,FALSE
4926,열NNG을JKO,내VV,열NNG을JKO 내VV,8,178,2,TRUE
4931,판매NNG을JKO,하VV,판매NNG을JKO 하VV,6,7312,5,TRUE
4933,공급NNG을JKO,하VV,공급NNG을JKO 하VV,4,7312,3,TRUE
4934,발효NNG을JKO,하VV,발효NNG을JKO 하VV,6,7312,3,TRUE
4941,개봉NNG을JKO,하VV,개봉NNG을JKO 하VV,7,7312,6,TRUE
4945,철수NNG을JKO,하VV,철수NNG을JKO 하VV,5,7312,3,TRUE
4954,가루NNG을JKO,내VV,가루NNG을JKO 내VV,3,178,3,TRUE
4961,차별NNG을JKO,하VV,차별NNG을JKO 하VV,7,7312,3,TRUE
4964,건강NNG을JKO,위하VV,건강NNG을JKO 위하VV,5,245,3,FALSE
4965,추태NNG을JKO,부리VV,추태NNG을JKO 부리VV,3,13,2,TRUE
4966,술NNG을JKO,마시VV,술NNG을JKO 마시VV,52,46,18,FALSE
4973,발효NNG을JKO,시키VV,발효NNG을JKO 시키VV,6,200,2,TRUE
4978,누룩NNG을JKO,쓰VV,누룩NNG을JKO 쓰VV,3,509,2,FALSE
4989,컴퓨터NNG을JKO,쓰VV,컴퓨터NNG을JKO 쓰VV,19,509,2,FALSE
4994,영화NNG을JKO,받VV,영화NNG을JKO 받VV,58,426,5,FALSE
4997,자료NNG을JKO,올리VV,자료NNG을JKO 올리VV,61,47,2,FALSE
5003,추천NNG을JKO,하VV,추천NNG을JKO 하VV,4,7312,3,TRUE
5007,입력NNG을JKO,하VV,입력NNG을JKO 하VV,17,7312,16,TRUE
5011,복사NNG을JKO,하VV,복사NNG을JKO 하VV,6,7312,6,TRUE
5015,분할NNG을JKO,하VV,분할NNG을JKO 하VV,2,7312,2,TRUE
5017,승인NNG을JKO,하VV,승인NNG을JKO 하VV,9,7312,5,TRUE
5019,확보NNG을JKO,하VV,확보NNG을JKO 하VV,2,7312,2,TRUE
5027,따운NNG을JKO,받VV,따운NNG을JKO 받VV,6,426,6,TRUE
5036,프로그램NNG을JKO,하VV,프로그램NNG을JKO 하VV,16,7312,4,FALSE
5040,클릭NNG을JKO,하VV,클릭NNG을JKO 하VV,12,7312,12,TRUE
5041,영화NNG을JKO,구하VV,영화NNG을JKO 구하VV,58,46,2,FALSE
5048,얘기NNG들XSN을JKO,하VV,얘기NNG들XSN을JKO 하VV,4,7312,3,TRUE
5053,마음NNG을JKO,먹VV,마음NNG을JKO 먹VV,37,244,4,TRUE
5083,허리NNG을JKO,굽히VV,허리NNG을JKO 굽히VV,4,3,2,TRUE
5093,상품NNG을JKO,사VV,상품NNG을JKO 사VV,16,157,2,FALSE
5101,컴플레이션NNG을JKO,먹VV,컴플레이션NNG을JKO 먹VV,2,244,2,FALSE
5102,물건NNG을JKO,사VV,물건NNG을JKO 사VV,15,157,2,FALSE
5104,조심NNG을JKO,하VV,조심NNG을JKO 하VV,7,7312,7,TRUE
5108,출근NNG을JKO,하VV,출근NNG을JKO 하VV,7,7312,7,TRUE
5113,기록NNG을JKO,하VV,기록NNG을JKO 하VV,8,7312,6,TRUE
5115,배송NNG을JKO,하VV,배송NNG을JKO 하VV,3,7312,3,TRUE
5126,배정NNG을JKO,받VV,배정NNG을JKO 받VV,12,426,3,TRUE
5134,확인NNG을JKO,받VV,확인NNG을JKO 받VV,19,426,2,TRUE
5136,행동NNG을JKO,하VV,행동NNG을JKO 하VV,15,7312,11,TRUE
5148,쎄팅NNG을JKO,하VV,쎄팅NNG을JKO 하VV,5,7312,5,TRUE
5152,조정NNG을JKO,하VV,조정NNG을JKO 하VV,9,7312,8,TRUE
5166,분배NNG을JKO,하VV,분배NNG을JKO 하VV,3,7312,3,TRUE
5167,선호NNG을JKO,하VV,선호NNG을JKO 하VV,3,7312,3,TRUE
5169,진열NNG을JKO,하VV,진열NNG을JKO 하VV,2,7312,2,TRUE
5174,자리NNG을JKO,비우VV,자리NNG을JKO 비우VV,37,5,2,TRUE
5175,제품NNG을JKO,사VV,제품NNG을JKO 사VV,19,157,5,FALSE
5177,관계NNG을JKO,넓히VV,관계NNG을JKO 넓히VV,65,6,2,FALSE
5194,담합NNG을JKO,하VV,담합NNG을JKO 하VV,2,7312,2,TRUE
5207,사람NNG을JKO,부르VV,사람NNG을JKO 부르VV,98,49,2,FALSE
5208,일NNG을JKO,시키VV,일NNG을JKO 시키VV,183,200,5,TRUE
5212,파일NNG을JKO,열VV,파일NNG을JKO 열VV,15,52,2,FALSE
5234,재수NNG을JKO,하VV,재수NNG을JKO 하VV,6,7312,5,TRUE
5241,기준NNG을JKO,세우VV,기준NNG을JKO 세우VV,10,67,2,TRUE
5244,상품NNG을JKO,보VV,상품NNG을JKO 보VV,16,1238,2,FALSE
